Ano;Agente TÛxico;Estado;Quantidade
2009;Alimento e bebida;RR;43
2009;Outro;RR;11
2009;Ign/Branco;PA;13
2009;Medicamento;PA;7
2009;AgrotÛxico agrÌcola;PA;1
2009;AgrotÛxico domÈstico;PA;3
2009;AgrotÛxico sa˙de p˙blica;PA;0
2009;Raticida;PA;20
2009;Prod. veterin·rio;PA;0
2009;Prod. uso domiciliar;PA;5
2009;CosmÈtico;PA;0
2009;Prod. quÌmico;PA;1
2009;Metal;PA;0
2009;Drogas de abuso;PA;1
2009;Planta tÛxica;PA;3
2009;Alimento e bebida;PA;11
2009;Outro;PA;2
2009;Ign/Branco;TO;75
2009;Medicamento;TO;196
2009;AgrotÛxico agrÌcola;TO;40
2009;AgrotÛxico domÈstico;TO;32
2009;AgrotÛxico sa˙de p˙blica;TO;31
2009;Raticida;TO;62
2009;Prod. veterin·rio;TO;18
2009;Prod. uso domiciliar;TO;65
2009;CosmÈtico;TO;14
2009;Prod. quÌmico;TO;36
2009;Metal;TO;2
2009;Drogas de abuso;TO;12
2009;Planta tÛxica;TO;26
2009;Alimento e bebida;TO;191
2009;Outro;TO;26
2009;Ign/Branco;MA;15
2009;Medicamento;MA;25
2009;AgrotÛxico agrÌcola;MA;16
2009;AgrotÛxico domÈstico;MA;1
2009;AgrotÛxico sa˙de p˙blica;MA;0
2009;Raticida;MA;32
2009;Prod. veterin·rio;MA;4
2009;Prod. uso domiciliar;MA;15
2009;CosmÈtico;MA;4
2009;Prod. quÌmico;MA;2
2009;Metal;MA;1
2009;Drogas de abuso;MA;2
2009;Planta tÛxica;MA;1
2009;Alimento e bebida;MA;5
2009;Outro;MA;2
2009;Ign/Branco;PI;81
2009;Medicamento;PI;114
2009;AgrotÛxico agrÌcola;PI;16
2009;AgrotÛxico domÈstico;PI;6
2009;AgrotÛxico sa˙de p˙blica;PI;7
2009;Raticida;PI;13
2009;Prod. veterin·rio;PI;5
2009;Prod. uso domiciliar;PI;12
2009;CosmÈtico;PI;5
2009;Prod. quÌmico;PI;6
2009;Metal;PI;0
2009;Drogas de abuso;PI;6
2009;Planta tÛxica;PI;3
2009;Alimento e bebida;PI;32
2009;Outro;PI;13
2009;Ign/Branco;CE;108
2009;Medicamento;CE;364
2009;AgrotÛxico agrÌcola;CE;120
2009;AgrotÛxico domÈstico;CE;22
2009;AgrotÛxico sa˙de p˙blica;CE;2
2009;Raticida;CE;72
2009;Prod. veterin·rio;CE;16
2009;Prod. uso domiciliar;CE;43
2009;CosmÈtico;CE;8
2009;Prod. quÌmico;CE;32
2009;Metal;CE;0
2009;Drogas de abuso;CE;35
2009;Planta tÛxica;CE;5
2009;Alimento e bebida;CE;204
2009;Outro;CE;24
2009;Ign/Branco;RN;69
2009;Medicamento;RN;11
2009;AgrotÛxico agrÌcola;RN;8
2009;AgrotÛxico domÈstico;RN;1
2009;AgrotÛxico sa˙de p˙blica;RN;2
2009;Raticida;RN;4
2009;Prod. veterin·rio;RN;1
2009;Prod. uso domiciliar;RN;6
2009;CosmÈtico;RN;1
2009;Prod. quÌmico;RN;7
2009;Metal;RN;2
2009;Drogas de abuso;RN;2
2009;Planta tÛxica;RN;2
2009;Alimento e bebida;RN;43
2009;Outro;RN;5
2009;Ign/Branco;PB;21
2009;Medicamento;PB;15
2009;AgrotÛxico agrÌcola;PB;1
2009;AgrotÛxico domÈstico;PB;1
2009;AgrotÛxico sa˙de p˙blica;PB;1
2009;Raticida;PB;4
2009;Prod. veterin·rio;PB;1
2009;Prod. uso domiciliar;PB;0
2009;CosmÈtico;PB;0
2009;Prod. quÌmico;PB;1
2009;Metal;PB;1
2009;Drogas de abuso;PB;1
2009;Planta tÛxica;PB;0
2009;Alimento e bebida;PB;3
2009;Outro;PB;0
2009;Ign/Branco;PE;500
2009;Medicamento;PE;1300
2009;AgrotÛxico agrÌcola;PE;160
2009;AgrotÛxico domÈstico;PE;85
2009;AgrotÛxico sa˙de p˙blica;PE;3
2009;Raticida;PE;238
2009;Prod. veterin·rio;PE;22
2009;Prod. uso domiciliar;PE;219
2009;CosmÈtico;PE;36
2009;Prod. quÌmico;PE;96
2009;Metal;PE;4
2009;Drogas de abuso;PE;183
2009;Planta tÛxica;PE;32
2009;Alimento e bebida;PE;867
2009;Outro;PE;127
2009;Ign/Branco;AL;206
2009;Medicamento;AL;477
2009;AgrotÛxico agrÌcola;AL;97
2009;AgrotÛxico domÈstico;AL;32
2009;AgrotÛxico sa˙de p˙blica;AL;7
2009;Raticida;AL;42
2009;Prod. veterin·rio;AL;14
2009;Prod. uso domiciliar;AL;108
2009;CosmÈtico;AL;13
2009;Prod. quÌmico;AL;16
2009;Metal;AL;0
2009;Drogas de abuso;AL;0
2009;Planta tÛxica;AL;102
2009;Alimento e bebida;AL;98
2009;Outro;AL;67
2009;Ign/Branco;SE;12
2009;Medicamento;SE;2
2009;AgrotÛxico agrÌcola;SE;1
2009;AgrotÛxico domÈstico;SE;1
2009;AgrotÛxico sa˙de p˙blica;SE;0
2009;Raticida;SE;0
2009;Prod. veterin·rio;SE;0
2009;Prod. uso domiciliar;SE;0
2009;CosmÈtico;SE;0
2009;Prod. quÌmico;SE;1
2009;Metal;SE;0
2009;Drogas de abuso;SE;0
2009;Planta tÛxica;SE;0
2009;Alimento e bebida;SE;2
2009;Outro;SE;0
2009;Ign/Branco;BA;332
2009;Medicamento;BA;282
2009;AgrotÛxico agrÌcola;BA;88
2009;AgrotÛxico domÈstico;BA;14
2009;AgrotÛxico sa˙de p˙blica;BA;27
2009;Raticida;BA;98
2009;Prod. veterin·rio;BA;15
2009;Prod. uso domiciliar;BA;76
2009;CosmÈtico;BA;6
2009;Prod. quÌmico;BA;36
2009;Metal;BA;4
2009;Drogas de abuso;BA;50
2009;Planta tÛxica;BA;18
2009;Alimento e bebida;BA;174
2009;Outro;BA;21
2009;Ign/Branco;MG;676
2009;Medicamento;MG;3098
2009;AgrotÛxico agrÌcola;MG;271
2009;AgrotÛxico domÈstico;MG;82
2009;AgrotÛxico sa˙de p˙blica;MG;21
2009;Raticida;MG;568
2009;Prod. veterin·rio;MG;96
2009;Prod. uso domiciliar;MG;353
2009;CosmÈtico;MG;100
2009;Prod. quÌmico;MG;213
2009;Metal;MG;10
2009;Drogas de abuso;MG;297
2009;Planta tÛxica;MG;76
2009;Alimento e bebida;MG;1145
2009;Outro;MG;307
2009;Ign/Branco;ES;115
2009;Medicamento;ES;265
2009;AgrotÛxico agrÌcola;ES;117
2009;AgrotÛxico domÈstico;ES;25
2009;AgrotÛxico sa˙de p˙blica;ES;0
2009;Raticida;ES;45
2009;Prod. veterin·rio;ES;3
2009;Prod. uso domiciliar;ES;41
2009;CosmÈtico;ES;3
2009;Prod. quÌmico;ES;22
2009;Metal;ES;1
2009;Drogas de abuso;ES;16
2009;Planta tÛxica;ES;7
2009;Alimento e bebida;ES;235
2009;Outro;ES;13
2009;Ign/Branco;RJ;1224
2009;Medicamento;RJ;381
2009;AgrotÛxico agrÌcola;RJ;63
2009;AgrotÛxico domÈstico;RJ;8
2009;AgrotÛxico sa˙de p˙blica;RJ;14
2009;Raticida;RJ;121
2009;Prod. veterin·rio;RJ;6
2009;Prod. uso domiciliar;RJ;101
2009;CosmÈtico;RJ;10
2009;Prod. quÌmico;RJ;45
2009;Metal;RJ;7
2009;Drogas de abuso;RJ;92
2009;Planta tÛxica;RJ;3
2009;Alimento e bebida;RJ;83
2009;Outro;RJ;24
2009;Ign/Branco;SP;1069
2009;Medicamento;SP;3514
2009;AgrotÛxico agrÌcola;SP;388
2009;AgrotÛxico domÈstico;SP;129
2009;AgrotÛxico sa˙de p˙blica;SP;13
2009;Raticida;SP;730
2009;Prod. veterin·rio;SP;88
2009;Prod. uso domiciliar;SP;511
2009;CosmÈtico;SP;58
2009;Prod. quÌmico;SP;329
2009;Metal;SP;30
2009;Drogas de abuso;SP;1183
2009;Planta tÛxica;SP;40
2009;Alimento e bebida;SP;498
2009;Outro;SP;158
2009;Ign/Branco;PR;798
2009;Medicamento;PR;3149
2009;AgrotÛxico agrÌcola;PR;635
2009;AgrotÛxico domÈstico;PR;152
2009;AgrotÛxico sa˙de p˙blica;PR;7
2009;Raticida;PR;418
2009;Prod. veterin·rio;PR;90
2009;Prod. uso domiciliar;PR;512
2009;CosmÈtico;PR;42
2009;Prod. quÌmico;PR;353
2009;Metal;PR;17
2009;Drogas de abuso;PR;694
2009;Planta tÛxica;PR;75
2009;Alimento e bebida;PR;211
2009;Outro;PR;120
2009;Ign/Branco;SC;161
2009;Medicamento;SC;1009
2009;AgrotÛxico agrÌcola;SC;247
2009;AgrotÛxico domÈstico;SC;53
2009;AgrotÛxico sa˙de p˙blica;SC;3
2009;Raticida;SC;95
2009;Prod. veterin·rio;SC;13
2009;Prod. uso domiciliar;SC;92
2009;CosmÈtico;SC;14
2009;Prod. quÌmico;SC;72
2009;Metal;SC;7
2009;Drogas de abuso;SC;91
2009;Planta tÛxica;SC;27
2009;Alimento e bebida;SC;97
2009;Outro;SC;49
2009;Ign/Branco;RS;42
2009;Medicamento;RS;178
2009;AgrotÛxico agrÌcola;RS;89
2009;AgrotÛxico domÈstico;RS;11
2009;AgrotÛxico sa˙de p˙blica;RS;1
2009;Raticida;RS;20
2009;Prod. veterin·rio;RS;6
2009;Prod. uso domiciliar;RS;9
2009;CosmÈtico;RS;2
2009;Prod. quÌmico;RS;6
2009;Metal;RS;0
2009;Drogas de abuso;RS;18
2009;Planta tÛxica;RS;9
2009;Alimento e bebida;RS;26
2009;Outro;RS;8
2009;Ign/Branco;MS;80
2009;Medicamento;MS;292
2009;AgrotÛxico agrÌcola;MS;52
2009;AgrotÛxico domÈstico;MS;30
2009;AgrotÛxico sa˙de p˙blica;MS;13
2009;Raticida;MS;49
2009;Prod. veterin·rio;MS;14
2009;Prod. uso domiciliar;MS;55
2009;CosmÈtico;MS;2
2009;Prod. quÌmico;MS;29
2009;Metal;MS;6
2009;Drogas de abuso;MS;121
2009;Planta tÛxica;MS;14
2009;Alimento e bebida;MS;101
2009;Outro;MS;24
2009;Ign/Branco;MT;73
2009;Medicamento;MT;130
2009;AgrotÛxico agrÌcola;MT;100
2009;AgrotÛxico domÈstico;MT;29
2009;AgrotÛxico sa˙de p˙blica;MT;5
2009;Raticida;MT;37
2009;Prod. veterin·rio;MT;17
2009;Prod. uso domiciliar;MT;40
2009;CosmÈtico;MT;2
2009;Prod. quÌmico;MT;36
2009;Metal;MT;1
2009;Drogas de abuso;MT;23
2009;Planta tÛxica;MT;12
2009;Alimento e bebida;MT;87
2009;Outro;MT;13
2009;Ign/Branco;GO;333
2009;Medicamento;GO;420
2009;AgrotÛxico agrÌcola;GO;170
2009;AgrotÛxico domÈstico;GO;36
2009;AgrotÛxico sa˙de p˙blica;GO;6
2009;Raticida;GO;141
2009;Prod. veterin·rio;GO;36
2009;Prod. uso domiciliar;GO;71
2009;CosmÈtico;GO;19
2009;Prod. quÌmico;GO;71
2009;Metal;GO;1
2009;Drogas de abuso;GO;232
2009;Planta tÛxica;GO;34
2009;Alimento e bebida;GO;225
2009;Outro;GO;39
2009;Ign/Branco;DF;14
2009;Medicamento;DF;5
2009;AgrotÛxico agrÌcola;DF;20
2009;AgrotÛxico domÈstico;DF;0
2009;AgrotÛxico sa˙de p˙blica;DF;0
2009;Raticida;DF;2
2009;Prod. veterin·rio;DF;0
2009;Prod. uso domiciliar;DF;1
2009;CosmÈtico;DF;0
2009;Prod. quÌmico;DF;4
2009;Metal;DF;0
2009;Drogas de abuso;DF;0
2009;Planta tÛxica;DF;2
2009;Alimento e bebida;DF;1
2009;Outro;DF;1
2010;Ign/Branco;RO;31
2010;Medicamento;RO;25
2010;AgrotÛxico agrÌcola;RO;53
2010;AgrotÛxico domÈstico;RO;6
2010;AgrotÛxico sa˙de p˙blica;RO;1
2010;Raticida;RO;17
2010;Prod. veterin·rio;RO;12
2010;Prod. uso domiciliar;RO;20
2010;CosmÈtico;RO;1
2010;Prod. quÌmico;RO;8
2010;Metal;RO;0
2010;Drogas de abuso;RO;1
2010;Planta tÛxica;RO;2
2010;Alimento e bebida;RO;14
2010;Outro;RO;4
2010;Ign/Branco;AC;1
2010;Medicamento;AC;1
2010;AgrotÛxico agrÌcola;AC;0
2010;AgrotÛxico domÈstico;AC;0
2010;AgrotÛxico sa˙de p˙blica;AC;0
2010;Raticida;AC;0
2010;Prod. veterin·rio;AC;0
2010;Prod. uso domiciliar;AC;0
2010;CosmÈtico;AC;0
2010;Prod. quÌmico;AC;0
2010;Metal;AC;0
2010;Drogas de abuso;AC;0
2010;Planta tÛxica;AC;0
2010;Alimento e bebida;AC;3
2010;Outro;AC;0
2010;Ign/Branco;AM;32
2010;Medicamento;AM;20
2010;AgrotÛxico agrÌcola;AM;6
2010;AgrotÛxico domÈstico;AM;3
2010;AgrotÛxico sa˙de p˙blica;AM;0
2010;Raticida;AM;8
2010;Prod. veterin·rio;AM;2
2010;Prod. uso domiciliar;AM;3
2010;CosmÈtico;AM;1
2010;Prod. quÌmico;AM;18
2010;Metal;AM;0
2010;Drogas de abuso;AM;32
2010;Planta tÛxica;AM;5
2010;Alimento e bebida;AM;30
2010;Outro;AM;6
2010;Ign/Branco;RR;3
2010;Medicamento;RR;20
2010;AgrotÛxico agrÌcola;RR;0
2010;AgrotÛxico domÈstico;RR;2
2010;AgrotÛxico sa˙de p˙blica;RR;0
2010;Raticida;RR;8
2010;Prod. veterin·rio;RR;2
2010;Prod. uso domiciliar;RR;18
2010;CosmÈtico;RR;7
2010;Prod. quÌmico;RR;14
2010;Metal;RR;0
2010;Drogas de abuso;RR;1
2010;Planta tÛxica;RR;7
2010;Alimento e bebida;RR;29
2010;Outro;RR;10
2010;Ign/Branco;PA;15
2010;Medicamento;PA;14
2010;AgrotÛxico agrÌcola;PA;7
2010;AgrotÛxico domÈstico;PA;3
2010;AgrotÛxico sa˙de p˙blica;PA;0
2010;Raticida;PA;17
2010;Prod. veterin·rio;PA;2
2010;Prod. uso domiciliar;PA;5
2010;CosmÈtico;PA;1
2010;Prod. quÌmico;PA;2
2010;Metal;PA;0
2010;Drogas de abuso;PA;1
2010;Planta tÛxica;PA;3
2010;Alimento e bebida;PA;16
2010;Outro;PA;3
2010;Ign/Branco;TO;89
2010;Medicamento;TO;237
2010;AgrotÛxico agrÌcola;TO;63
2010;AgrotÛxico domÈstico;TO;41
2010;AgrotÛxico sa˙de p˙blica;TO;7
2010;Raticida;TO;84
2010;Prod. veterin·rio;TO;19
2010;Prod. uso domiciliar;TO;79
2010;CosmÈtico;TO;8
2010;Prod. quÌmico;TO;41
2010;Metal;TO;1
2010;Drogas de abuso;TO;24
2010;Planta tÛxica;TO;17
2010;Alimento e bebida;TO;256
2010;Outro;TO;38
2010;Ign/Branco;MA;34
2010;Medicamento;MA;39
2010;AgrotÛxico agrÌcola;MA;14
2010;AgrotÛxico domÈstico;MA;3
2010;AgrotÛxico sa˙de p˙blica;MA;3
2010;Raticida;MA;27
2010;Prod. veterin·rio;MA;2
2010;Prod. uso domiciliar;MA;27
2010;CosmÈtico;MA;4
2010;Prod. quÌmico;MA;5
2010;Metal;MA;0
2010;Drogas de abuso;MA;1
2010;Planta tÛxica;MA;1
2010;Alimento e bebida;MA;8
2010;Outro;MA;0
2010;Ign/Branco;PI;54
2010;Medicamento;PI;126
2010;AgrotÛxico agrÌcola;PI;20
2010;AgrotÛxico domÈstico;PI;6
2010;AgrotÛxico sa˙de p˙blica;PI;1
2010;Raticida;PI;20
2010;Prod. veterin·rio;PI;2
2010;Prod. uso domiciliar;PI;33
2010;CosmÈtico;PI;3
2010;Prod. quÌmico;PI;4
2010;Metal;PI;0
2010;Drogas de abuso;PI;6
2010;Planta tÛxica;PI;1
2010;Alimento e bebida;PI;14
2010;Outro;PI;4
2010;Ign/Branco;CE;170
2010;Medicamento;CE;641
2010;AgrotÛxico agrÌcola;CE;244
2010;AgrotÛxico domÈstico;CE;36
2010;AgrotÛxico sa˙de p˙blica;CE;7
2010;Raticida;CE;122
2010;Prod. veterin·rio;CE;34
2010;Prod. uso domiciliar;CE;80
2010;CosmÈtico;CE;18
2010;Prod. quÌmico;CE;74
2010;Metal;CE;4
2010;Drogas de abuso;CE;63
2010;Planta tÛxica;CE;13
2010;Alimento e bebida;CE;114
2010;Outro;CE;21
2010;Ign/Branco;RN;83
2010;Medicamento;RN;99
2010;AgrotÛxico agrÌcola;RN;6
2010;AgrotÛxico domÈstico;RN;5
2010;AgrotÛxico sa˙de p˙blica;RN;3
2010;Raticida;RN;1
2010;Prod. veterin·rio;RN;2
2010;Prod. uso domiciliar;RN;4
2010;CosmÈtico;RN;6
2010;Prod. quÌmico;RN;16
2010;Metal;RN;0
2010;Drogas de abuso;RN;3
2010;Planta tÛxica;RN;5
2010;Alimento e bebida;RN;83
2010;Outro;RN;12
2010;Ign/Branco;PB;66
2010;Medicamento;PB;64
2010;AgrotÛxico agrÌcola;PB;3
2010;AgrotÛxico domÈstico;PB;3
2010;AgrotÛxico sa˙de p˙blica;PB;2
2010;Raticida;PB;6
2010;Prod. veterin·rio;PB;0
2010;Prod. uso domiciliar;PB;3
2010;CosmÈtico;PB;5
2010;Prod. quÌmico;PB;5
2010;Metal;PB;0
2010;Drogas de abuso;PB;5
2010;Planta tÛxica;PB;1
2010;Alimento e bebida;PB;153
2010;Outro;PB;0
2010;Ign/Branco;PE;643
2010;Medicamento;PE;1254
2010;AgrotÛxico agrÌcola;PE;225
2010;AgrotÛxico domÈstico;PE;61
2010;AgrotÛxico sa˙de p˙blica;PE;10
2010;Raticida;PE;264
2010;Prod. veterin·rio;PE;23
2010;Prod. uso domiciliar;PE;152
2010;CosmÈtico;PE;36
2010;Prod. quÌmico;PE;115
2010;Metal;PE;6
2010;Drogas de abuso;PE;155
2010;Planta tÛxica;PE;14
2010;Alimento e bebida;PE;822
2010;Outro;PE;124
2010;Ign/Branco;AL;565
2010;Medicamento;AL;638
2010;AgrotÛxico agrÌcola;AL;66
2010;AgrotÛxico domÈstico;AL;27
2010;AgrotÛxico sa˙de p˙blica;AL;2
2010;Raticida;AL;59
2010;Prod. veterin·rio;AL;18
2010;Prod. uso domiciliar;AL;97
2010;CosmÈtico;AL;16
2010;Prod. quÌmico;AL;26
2010;Metal;AL;0
2010;Drogas de abuso;AL;9
2010;Planta tÛxica;AL;62
2010;Alimento e bebida;AL;268
2010;Outro;AL;20
2010;Ign/Branco;SE;4
2010;Medicamento;SE;11
2010;AgrotÛxico agrÌcola;SE;5
2010;AgrotÛxico domÈstico;SE;4
2010;AgrotÛxico sa˙de p˙blica;SE;0
2010;Raticida;SE;16
2010;Prod. veterin·rio;SE;4
2010;Prod. uso domiciliar;SE;28
2010;CosmÈtico;SE;1
2010;Prod. quÌmico;SE;3
2010;Metal;SE;0
2010;Drogas de abuso;SE;12
2010;Planta tÛxica;SE;0
2010;Alimento e bebida;SE;2
2010;Outro;SE;5
2010;Ign/Branco;BA;412
2010;Medicamento;BA;369
2010;AgrotÛxico agrÌcola;BA;109
2010;AgrotÛxico domÈstico;BA;22
2010;AgrotÛxico sa˙de p˙blica;BA;13
2010;Raticida;BA;124
2010;Prod. veterin·rio;BA;23
2010;Prod. uso domiciliar;BA;101
2010;CosmÈtico;BA;15
2010;Prod. quÌmico;BA;45
2010;Metal;BA;7
2010;Drogas de abuso;BA;37
2010;Planta tÛxica;BA;17
2010;Alimento e bebida;BA;203
2010;Outro;BA;64
2010;Ign/Branco;MG;729
2010;Medicamento;MG;3857
2010;AgrotÛxico agrÌcola;MG;338
2010;AgrotÛxico domÈstico;MG;105
2010;AgrotÛxico sa˙de p˙blica;MG;29
2010;Raticida;MG;606
2010;Prod. veterin·rio;MG;106
2010;Prod. uso domiciliar;MG;447
2010;CosmÈtico;MG;94
2010;Prod. quÌmico;MG;293
2010;Metal;MG;14
2010;Drogas de abuso;MG;538
2010;Planta tÛxica;MG;79
2010;Alimento e bebida;MG;1436
2010;Outro;MG;277
2010;Ign/Branco;ES;118
2010;Medicamento;ES;520
2010;AgrotÛxico agrÌcola;ES;178
2010;AgrotÛxico domÈstico;ES;14
2010;AgrotÛxico sa˙de p˙blica;ES;4
2010;Raticida;ES;46
2010;Prod. veterin·rio;ES;9
2010;Prod. uso domiciliar;ES;68
2010;CosmÈtico;ES;16
2010;Prod. quÌmico;ES;37
2010;Metal;ES;2
2010;Drogas de abuso;ES;57
2010;Planta tÛxica;ES;22
2010;Alimento e bebida;ES;393
2010;Outro;ES;48
2010;Ign/Branco;RJ;583
2010;Medicamento;RJ;484
2010;AgrotÛxico agrÌcola;RJ;76
2010;AgrotÛxico domÈstico;RJ;21
2010;AgrotÛxico sa˙de p˙blica;RJ;12
2010;Raticida;RJ;189
2010;Prod. veterin·rio;RJ;5
2010;Prod. uso domiciliar;RJ;129
2010;CosmÈtico;RJ;15
2010;Prod. quÌmico;RJ;44
2010;Metal;RJ;5
2010;Drogas de abuso;RJ;341
2010;Planta tÛxica;RJ;7
2010;Alimento e bebida;RJ;156
2010;Outro;RJ;24
2010;Ign/Branco;SP;928
2010;Medicamento;SP;3862
2010;AgrotÛxico agrÌcola;SP;291
2010;AgrotÛxico domÈstico;SP;138
2010;AgrotÛxico sa˙de p˙blica;SP;23
2010;Raticida;SP;819
2010;Prod. veterin·rio;SP;81
2010;Prod. uso domiciliar;SP;543
2010;CosmÈtico;SP;52
2010;Prod. quÌmico;SP;371
2010;Metal;SP;35
2010;Drogas de abuso;SP;1449
2010;Planta tÛxica;SP;51
2010;Alimento e bebida;SP;642
2010;Outro;SP;171
2010;Ign/Branco;PR;617
2010;Medicamento;PR;3181
2010;AgrotÛxico agrÌcola;PR;548
2010;AgrotÛxico domÈstico;PR;188
2010;AgrotÛxico sa˙de p˙blica;PR;9
2010;Raticida;PR;464
2010;Prod. veterin·rio;PR;87
2010;Prod. uso domiciliar;PR;503
2010;CosmÈtico;PR;56
2010;Prod. quÌmico;PR;409
2010;Metal;PR;21
2010;Drogas de abuso;PR;538
2010;Planta tÛxica;PR;71
2010;Alimento e bebida;PR;143
2010;Outro;PR;123
2010;Ign/Branco;SC;147
2010;Medicamento;SC;1132
2010;AgrotÛxico agrÌcola;SC;248
2010;AgrotÛxico domÈstico;SC;41
2010;AgrotÛxico sa˙de p˙blica;SC;2
2010;Raticida;SC;128
2010;Prod. veterin·rio;SC;19
2010;Prod. uso domiciliar;SC;140
2010;CosmÈtico;SC;9
2010;Prod. quÌmico;SC;81
2010;Metal;SC;2
2010;Drogas de abuso;SC;170
2010;Planta tÛxica;SC;36
2010;Alimento e bebida;SC;61
2010;Outro;SC;31
2010;Ign/Branco;RS;63
2010;Medicamento;RS;281
2010;AgrotÛxico agrÌcola;RS;100
2010;AgrotÛxico domÈstico;RS;21
2010;AgrotÛxico sa˙de p˙blica;RS;1
2010;Raticida;RS;18
2010;Prod. veterin·rio;RS;10
2010;Prod. uso domiciliar;RS;26
2010;CosmÈtico;RS;3
2010;Prod. quÌmico;RS;23
2010;Metal;RS;0
2010;Drogas de abuso;RS;26
2010;Planta tÛxica;RS;2
2010;Alimento e bebida;RS;65
2010;Outro;RS;8
2010;Ign/Branco;MS;56
2010;Medicamento;MS;335
2010;AgrotÛxico agrÌcola;MS;63
2010;AgrotÛxico domÈstico;MS;25
2010;AgrotÛxico sa˙de p˙blica;MS;5
2010;Raticida;MS;49
2010;Prod. veterin·rio;MS;35
2010;Prod. uso domiciliar;MS;56
2010;CosmÈtico;MS;9
2010;Prod. quÌmico;MS;21
2010;Metal;MS;2
2010;Drogas de abuso;MS;48
2010;Planta tÛxica;MS;14
2010;Alimento e bebida;MS;105
2010;Outro;MS;32
2010;Ign/Branco;MT;53
2010;Medicamento;MT;216
2010;AgrotÛxico agrÌcola;MT;107
2010;AgrotÛxico domÈstico;MT;30
2010;AgrotÛxico sa˙de p˙blica;MT;21
2010;Raticida;MT;51
2010;Prod. veterin·rio;MT;23
2010;Prod. uso domiciliar;MT;66
2010;CosmÈtico;MT;8
2010;Prod. quÌmico;MT;26
2010;Metal;MT;3
2010;Drogas de abuso;MT;29
2010;Planta tÛxica;MT;14
2010;Alimento e bebida;MT;155
2010;Outro;MT;23
2010;Ign/Branco;GO;341
2010;Medicamento;GO;436
2010;AgrotÛxico agrÌcola;GO;157
2010;AgrotÛxico domÈstico;GO;48
2010;AgrotÛxico sa˙de p˙blica;GO;8
2010;Raticida;GO;184
2010;Prod. veterin·rio;GO;45
2010;Prod. uso domiciliar;GO;59
2010;CosmÈtico;GO;16
2010;Prod. quÌmico;GO;71
2010;Metal;GO;0
2010;Drogas de abuso;GO;233
2010;Planta tÛxica;GO;16
2010;Alimento e bebida;GO;162
2010;Outro;GO;39
2010;Ign/Branco;DF;94
2010;Medicamento;DF;68
2010;AgrotÛxico agrÌcola;DF;36
2010;AgrotÛxico domÈstico;DF;2
2010;AgrotÛxico sa˙de p˙blica;DF;1
2010;Raticida;DF;22
2010;Prod. veterin·rio;DF;5
2010;Prod. uso domiciliar;DF;16
2010;CosmÈtico;DF;4
2010;Prod. quÌmico;DF;19
2010;Metal;DF;1
2010;Drogas de abuso;DF;20
2010;Planta tÛxica;DF;6
2010;Alimento e bebida;DF;37
2010;Outro;DF;5
2011;Ign/Branco;RO;44
2011;Medicamento;RO;56
2011;AgrotÛxico agrÌcola;RO;65
2011;AgrotÛxico domÈstico;RO;8
2011;AgrotÛxico sa˙de p˙blica;RO;12
2011;Raticida;RO;39
2011;Prod. veterin·rio;RO;7
2011;Prod. uso domiciliar;RO;19
2011;CosmÈtico;RO;1
2011;Prod. quÌmico;RO;6
2011;Metal;RO;0
2011;Drogas de abuso;RO;2
2011;Planta tÛxica;RO;6
2011;Alimento e bebida;RO;32
2011;Outro;RO;9
2011;Ign/Branco;AC;0
2011;Medicamento;AC;1
2011;AgrotÛxico agrÌcola;AC;0
2011;AgrotÛxico domÈstico;AC;1
2011;AgrotÛxico sa˙de p˙blica;AC;0
2011;Raticida;AC;0
2011;Prod. veterin·rio;AC;0
2011;Prod. uso domiciliar;AC;0
2011;CosmÈtico;AC;0
2011;Prod. quÌmico;AC;0
2011;Metal;AC;0
2011;Drogas de abuso;AC;0
2011;Planta tÛxica;AC;0
2011;Alimento e bebida;AC;0
2011;Outro;AC;0
2011;Ign/Branco;AM;118
2011;Medicamento;AM;16
2011;AgrotÛxico agrÌcola;AM;8
2011;AgrotÛxico domÈstico;AM;6
2011;AgrotÛxico sa˙de p˙blica;AM;1
2011;Raticida;AM;13
2011;Prod. veterin·rio;AM;1
2011;Prod. uso domiciliar;AM;31
2011;CosmÈtico;AM;5
2011;Prod. quÌmico;AM;11
2011;Metal;AM;0
2011;Drogas de abuso;AM;34
2011;Planta tÛxica;AM;1
2011;Alimento e bebida;AM;69
2011;Outro;AM;15
2011;Ign/Branco;RR;4
2011;Medicamento;RR;30
2011;AgrotÛxico agrÌcola;RR;2
2011;AgrotÛxico domÈstico;RR;1
2011;AgrotÛxico sa˙de p˙blica;RR;0
2011;Raticida;RR;13
2011;Prod. veterin·rio;RR;1
2011;Prod. uso domiciliar;RR;30
2011;CosmÈtico;RR;0
2011;Prod. quÌmico;RR;17
2011;Metal;RR;0
2011;Drogas de abuso;RR;9
2011;Planta tÛxica;RR;7
2011;Alimento e bebida;RR;48
2011;Outro;RR;17
2011;Ign/Branco;PA;27
2011;Medicamento;PA;59
2011;AgrotÛxico agrÌcola;PA;14
2011;AgrotÛxico domÈstico;PA;5
2011;AgrotÛxico sa˙de p˙blica;PA;0
2011;Raticida;PA;75
2011;Prod. veterin·rio;PA;0
2011;Prod. uso domiciliar;PA;25
2011;CosmÈtico;PA;0
2011;Prod. quÌmico;PA;22
2011;Metal;PA;0
2011;Drogas de abuso;PA;7
